FIPS,MSAID,MSANAME,ST,ALLCOMPLEV,EDCOMPLEV,HECOMPLEV,NBCOMPLEV,ALLCOMP,EDCOMP,HECOMP,NBCOMP,ED1Z,ED2Z,ED3Z,ED4Z,ED5Z,ED6Z,ED7Z,ED8Z,HE3Z,HE4Z,HE5Z,HE6Z,HE7Z,HE8Z,NB1Z,NB2Z,NB3Z,NB4Z,NB5Z,OL1,OL2,OL3,OL4,OL5,OL6,OL7
26087330500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Very Low,Low,-0.383844,-0.320421,-0.597707,-0.233404,-0.98377,0.16351,0.8918,-0.40996,-1.39405,1.05404,-0.27576,-1.60918,-0.9874,3.51138,0.18471,-5.08959,0.05845,-1.26379,0.1187,0.16609,0.12427,-0.0474,-1.52868,850,29,790,10,0,1,20
26147620000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,High,Very Low,-0.241611,-0.512814,0.279707,-0.491726,-0.75977,-0.38201,-0.68779,-0.97206,0.01894,-0.56641,-0.27576,-0.47765,2.66355,-0.89073,0.1753,0.58856,-0.40125,-0.45719,0.55986,-1.11582,-0.01657,-0.89593,-0.99017,1352,145,689,350,7,0,161
26147621000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very Low,Low,Low,Very Low,-0.468496,-0.596804,-0.120785,-0.687898,-1.15413,-0.48954,-0.68779,-0.97206,-0.90545,-0.56641,-0.27576,0.27671,-0.25721,-0.94535,0.12899,0.41439,-0.14608,0.08055,-0.41856,-0.65592,-0.20905,-1.20537,-0.95059,1020,102,700,103,7,6,102
26147622000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Moderate,Low,-0.29583,-0.547321,-0.006495,-0.333674,-0.62594,-0.48954,-0.68779,-0.97206,-1.03778,-0.56641,-0.27576,0.27671,0.22958,-0.94447,0.12658,0.13521,0.1596,0.25453,-0.31202,-0.62035,0.05783,0.10867,-0.9025,1173,115,880,88,6,2,82
26147623000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very Low,Low,Moderate,Very Low,-0.459671,-0.591039,0.07146,-0.859434,-0.88418,-0.13762,-0.6534,-0.75392,-0.6022,-0.56641,-0.27576,-0.85482,0.83807,-0.98449,0.12607,0.10873,0.08585,0.25453,-0.16823,-0.5501,-1.37646,-1.29992,-0.90246,896,71,667,73,10,3,72
26147624000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very Low,Low,Low,Very Low,-0.467349,-0.413409,-0.223343,-0.765296,-0.23613,-0.70753,-0.6534,-0.75392,-0.39083,-0.56641,-0.27576,0.27671,-0.9874,-0.53202,0.1504,0.53958,-0.7177,0.20708,0.80868,-1.10847,-0.77781,-1.75778,-0.9911,375,23,266,42,2,1,41
26147625000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very Low,Very Low,Low,Very Low,-0.644658,-0.791449,-0.240315,-0.90221,-1.20951,-0.70753,-0.36886,-0.73844,-1.61026,-0.56641,-0.27576,-0.85482,-0.9874,-0.86202,0.13835,0.61083,-0.58036,0.23871,0.85849,-2.76643,-0.3837,-1.23012,-0.98929,392,23,291,32,2,4,40
26147626000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Very Low,Low,Low,-0.387528,-0.714858,-0.152588,-0.295138,-1.52887,-0.25088,-0.6148,-0.60266,-0.64748,-0.56641,-0.27576,-1.232,-0.9874,-1.03796,0.12667,0.83217,0.02299,0.128,0.16408,-0.68135,-0.07318,0.09372,-0.97896,502,35,378,18,3,5,63
26147627000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Low,Low,0.009769,0.147201,-0.100923,-0.01697,0.21645,-0.75711,-0.53769,-0.35177,1.28729,-0.56641,-0.27576,2.16261,-0.9874,-0.56988,0.11972,0.17188,0.37398,0.28616,-0.08299,0.23615,0.03787,0.69796,-0.97384,568,45,467,21,2,5,28
26147628000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Moderate,Low,-0.154358,-0.390799,-0.057135,-0.01514,0.00999,-0.76568,-0.6148,-0.60266,-1.71932,-0.56641,-0.27576,1.40825,-0.9874,-0.50865,0.11639,0.64882,0.19677,0.19126,0.4399,0.27215,0.10581,0.17184,-1.0654,945,103,680,68,4,5,85
26147629000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,High,High,0.112463,-0.251034,0.294888,0.293534,0.14091,-0.02212,-0.22803,-0.28974,-1.04383,-0.56641,-0.27576,0.27671,0.83807,-0.0271,0.15467,0.81606,0.46063,-0.473,1.22163,0.22175,0.64274,0.49261,-1.11106,493,30,400,14,0,2,47
26147630100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,High,Moderate,0.20861,0.095162,0.342383,0.188284,-0.62936,0.81775,0.22452,0.38092,1.28729,-0.56641,-0.27576,-0.47765,0.83807,1.30997,0.18481,0.31766,0.00332,-0.59953,0.9902,-0.00153,0.41114,0.79287,-1.25126,192,8,174,4,0,2,4
26147630400,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,High,Moderate,0.171862,0.0913,0.226757,0.19753,-0.06277,0.66814,-0.0335,0.35018,-0.00337,-0.56641,-0.27576,0.65389,0.47298,0.76222,0.18477,-0.2006,0.67743,-0.53626,-0.00767,0.70377,0.67818,0.72548,-1.11211,1546,59,1386,30,1,13,57
26147631100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Low,Moderate,0.007491,0.064064,-0.188253,0.146664,-0.21582,0.63125,0.68077,0.58037,1.28729,-0.56641,-0.27576,-1.60918,-0.9874,2.22381,0.18481,-1.15215,-0.22969,-1.1689,0.07578,0.7684,0.69768,0.58882,-1.39736,375,13,331,2,0,11,18
26147631600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Moderate,High,0.136778,0.033121,0.03481,0.342404,0.26658,0.25877,0.59484,0.49422,0.34755,-0.56641,-0.27576,-0.85482,1.20317,0.79548,0.18481,-0.53854,-0.85235,-0.58371,0.57864,0.79125,0.90268,0.67875,-1.2393,372,18,302,6,0,17,29
26147632000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,High,Low,0.066545,0.096491,0.209347,-0.106202,-0.0759,0.63125,0.68077,0.58037,0.27526,-0.56641,-0.27576,-0.47765,-0.9874,4.0898,0.18481,-0.01629,-0.7036,-1.31124,0.43791,0.48808,0.15083,-0.17499,-1.43284,905,51,820,1,0,2,31
26147633100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Low,Moderate,0.062253,0.130504,-0.089467,0.145722,0.33234,0.44151,0.53065,0.14923,1.28729,-0.56641,-0.27576,-0.85482,-0.9874,2.04444,0.18481,-1.30072,0.7226,-1.20053,0.05276,0.76461,0.72837,0.60354,-1.42067,644,31,595,6,0,0,12
26147633200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,Moderate,0.183121,0.211261,0.244885,0.093218,-0.2515,0.38314,0.95762,0.71207,0.66503,1.10867,-0.27576,-1.60918,-0.9874,2.85148,0.18481,0.05683,0.59575,-1.23216,-0.28308,0.81662,0.72493,0.72979,-1.52217,615,21,573,7,1,0,13
26147634100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,Low,-0.14051,0.128184,-0.44604,-0.103674,-0.56992,0.1306,0.24764,-0.56859,-0.4416,-0.56641,2.89422,-0.10047,-0.9874,1.22652,0.18481,-2.38508,0.50126,-1.21635,-0.06367,0.48311,0.36429,0.1934,-1.4955,857,29,770,14,4,2,38
26147634600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Moderate,Low,-0.08253,-0.09461,-0.060043,-0.092938,-0.46499,-0.04356,0.24764,-0.56859,0.2609,-0.56641,-0.27576,0.65389,1.20317,-0.14435,-0.05212,-1.00336,0.45735,-0.82095,-0.15851,0.08369,0.19903,0.58972,-1.17862,1367,51,1237,13,4,2,60
26147635000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,High,Low,0.139079,0.244504,0.190328,-0.017596,-0.21862,0.13597,-0.0335,0.35018,0.02438,-0.56641,-0.27576,2.53979,-0.07466,-0.02929,0.06245,0.05791,0.66543,0.46013,0.17463,0.33973,0.59748,-0.28055,-0.91927,1386,70,1210,30,6,12,58
26147636000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,High,Very Low,-0.194869,-0.192979,0.217408,-0.609038,-0.93796,-0.31259,-0.68767,-0.6367,0.46501,-0.56641,-0.27576,1.40825,1.09886,-0.42713,-0.0444,-0.19658,0.25541,0.61829,0.3629,-1.19357,-0.81483,-0.49681,-0.90288,1085,94,823,55,1,1,111
26147637100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,Moderate,High,0.327009,0.740812,-0.03728,0.277494,0.14825,0.88391,1.05552,0.97254,1.28729,1.20086,-0.27576,0.65389,0.83807,-0.66902,0.10328,-0.28876,0.66115,-0.8684,0.21775,0.83603,0.52831,0.93397,-1.12859,979,33,921,2,4,9,10
26147637200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Moderate,Low,0.111184,0.379651,0.026038,-0.072138,-0.11044,0.89513,1.05552,0.97254,-0.97735,1.20086,-0.27576,0.27671,0.83807,-0.28215,-0.34901,0.2748,0.59036,-0.91584,-0.24658,0.83163,0.01914,0.27336,-1.23824,967,25,910,3,0,14,15
26147637300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Very Low,Moderate,-0.048695,0.375065,-0.557587,0.036438,-0.18387,0.89513,1.05552,0.97254,0.19092,1.20086,-0.27576,-0.85482,-0.9874,-0.90596,-1.0226,0.4856,-0.07839,-0.83677,0.90975,0.25432,0.03906,0.31366,-1.3346,385,18,350,5,0,3,9
26147640100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,High,Very Low,High,-0.054007,0.447525,-0.885247,0.275702,0.98674,0.73661,1.04544,0.52096,1.28729,0.8881,-0.27576,-1.60918,-0.9874,-0.67508,-0.65046,-1.67863,-0.1352,-1.18471,0.57114,0.81067,0.73645,0.68545,-1.4252,499,7,476,1,3,10,2
26147640200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Low,Moderate,0.142158,0.368519,-0.146702,0.204658,0.08625,0.91684,1.04544,0.52096,0.62114,0.8881,-0.27576,-0.85482,0.47298,0.10976,-1.08785,-0.25624,0.68627,-0.80513,0.27567,0.64041,0.6017,0.93397,-1.42846,639,12,602,0,0,11,14
26147640600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Low,Moderate,0.034538,0.10939,-0.121938,0.116162,-0.01907,0.91684,1.04544,0.52096,-0.59221,0.8881,-0.27576,-1.60918,0.83807,0.81947,0.00783,-2.13819,0.84682,-1.10563,0.14408,0.71366,0.71733,0.45389,-1.44815,563,12,539,1,2,4,5
26147641000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very Low,High,Very Low,Moderate,-0.739209,0.44952,-2.778155,0.111008,0.02711,0.84794,1.00189,0.67441,1.28729,0.8881,-0.27576,-0.85482,-0.37891,0.08144,-15.12752,-1.30778,0.82153,-0.75769,0.19072,0.78587,0.535,0.52896,-1.48551,870,8,841,4,3,3,11
26147642000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Low,Moderate,0.102034,0.45305,-0.26027,0.113322,0.24802,0.87006,1.04544,0.52096,-0.70349,0.8881,-0.27576,1.03107,-0.25721,-0.88018,0.06671,0.21389,0.33754,-1.04237,0.42604,0.5005,0.55034,0.56665,-1.47692,1307,28,1228,4,0,11,36
26147643000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very Low,High,Very Low,Moderate,-0.861255,0.236454,-3.038432,0.218214,-0.34179,0.70095,0.75543,0.52162,0.4979,0.8881,-0.27576,-0.85482,0.22958,-0.72827,-17.83201,0.60492,0.25288,-0.75769,0.59061,0.7387,0.33175,0.93397,-1.50396,653,16,613,1,2,5,16
26147644000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Moderate,Low,0.022403,0.189874,0.05175,-0.174414,-0.65283,0.36178,0.98019,0.86397,-0.54599,0.8881,-0.27576,-0.10047,0.83807,0.66038,0.18481,-0.15703,-0.06265,-1.15308,0.17621,0.25206,0.09483,0.09517,-1.49034,1002,28,922,2,10,3,37
26147645000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Low,Low,-0.036519,0.173874,-0.197033,-0.086398,-0.4882,0.36178,0.98019,0.86397,0.29291,0.8881,-0.27576,-1.232,0.22958,1.63997,0.18481,-2.39341,0.29412,-1.13727,0.31012,0.12694,-0.2949,0.88291,-1.45706,745,16,702,10,1,5,11
26147646000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Low,Low,-0.058093,0.094243,-0.156087,-0.112436,-0.68893,0.32154,0.06564,-0.21199,0.75103,0.89288,-0.27576,-0.10047,0.83807,-0.33001,0.1795,-0.80472,0.34954,-1.1689,0.18704,0.26162,0.00136,0.46514,-1.47734,1096,34,1007,3,7,4,41
26147647000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,High,-0.161035,0.011555,-0.92877,0.43411,0.11541,0.42813,0.06564,-0.21199,-0.06705,0.89288,-0.27576,-0.85482,-0.9874,0.31339,0.18456,-3.19519,-0.71908,-1.1689,1.23213,0.88637,0.61962,0.93397,-1.50154,381,4,365,1,2,3,6
26147648000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very Low,Moderate,Very Low,Low,-0.729753,-0.089578,-2.001802,-0.09788,0.10025,0.32154,0.06564,-0.21199,0,0.89288,-0.27576,-1.60918,-0.9874,0.29784,0.18154,-4.48603,-5.83205,-1.18471,1.20728,0.39928,-0.53982,-0.03375,-1.52239,105,1,104,0,0,0,0
26147649000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Moderate,Low,-0.049309,0.020083,0.015685,-0.183696,-0.41323,0.04783,0.06564,-0.21199,1.28729,0.89288,-0.27576,-1.232,0.83807,-0.189,0.184,0.70225,-0.24068,-1.20053,0.14767,0.34974,-0.67649,0.76648,-1.50588,870,16,807,3,7,0,37
26093710100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Low,Moderate,0.186349,0.450817,-0.08137,0.1896,1.25411,0.8695,1.04046,0.64511,0.65807,0.64705,-0.27576,-1.232,-0.9874,0.80469,0.18481,-0.69951,0.85617,-0.64698,-0.02641,1.00634,0.54333,0.83307,-1.40833,727,44,649,11,4,3,16
26093710300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Moderate,Moderate,0.063448,0.140363,-0.074397,0.124378,0.80846,0.8271,0.75791,0.1908,-0.93868,0.98507,-0.27576,-1.232,2.66355,-0.85008,0.18481,-2.15701,0.65983,-0.94748,0.64682,0.39656,0.25634,0.7171,-1.39493,1039,33,959,9,5,4,29
26093710500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,Low,-0.17963,0.172281,-0.608268,-0.102904,1.09551,0.8695,1.04046,0.64511,-1.03444,0.64705,-0.27576,-1.60918,-0.9874,-0.05763,0.18481,-1.51284,0.01887,-1.29542,-0.0254,0.59524,-0.62434,0.93397,-1.39399,473,17,432,2,1,13,8
26093710700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,High,Very Low,Moderate,-0.206819,0.251596,-0.939308,0.067256,0.82109,1.22745,1.00445,1.01392,-1.06208,0.89288,-0.27576,-1.60918,-0.9874,0.32462,0.18481,-4.5225,0.64423,-1.27961,0.04681,0.8089,0.54279,0.34005,-1.40227,418,9,386,1,4,7,11
26093711000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Very Low,Moderate,-0.035968,0.253456,-0.521635,0.160274,0.39062,1.25153,1.00445,1.01392,-0.64081,0.89288,-0.27576,-1.60918,-0.9874,1.43245,0.18481,-2.66998,0.18992,-1.27961,0.23607,0.71546,0.75815,0.51616,-1.42447,1068,19,1000,8,5,11,25
26093712101,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Very High,Very Low,High,0.127572,0.591052,-0.504792,0.296454,0.69938,0.99262,1.22726,1.4182,1.03906,0.48248,-0.27576,-0.85482,-0.9874,0.82383,0.18245,-3.14669,0.82511,-0.72605,0.81978,0.59731,0.58254,0.89163,-1.40899,817,19,767,2,4,8,17
26093712102,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,High,Very Low,Moderate,-0.060703,0.41072,-0.708128,0.115298,0.52464,1.06305,0.92703,1.09469,-0.05272,0.48248,-0.27576,-0.47765,-0.9874,1.8448,0.18481,-4.7181,0.70673,-1.27961,0.28384,0.73037,0.73137,0.23598,-1.40507,695,9,666,2,2,2,14
26093712601,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,Low,High,0.198377,0.636734,-0.30397,0.262366,0.9896,1.02727,1.21936,1.27623,0.47516,0.48248,-0.27576,-0.10047,-0.9874,-0.55569,0.16419,-0.67213,0.73184,-0.50463,0.96378,0.97036,0.61009,0.17662,-1.40902,1029,27,955,3,4,10,30
26093712602,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Very High,Very Low,High,0.03113,0.656373,-0.837688,0.274706,0.83197,1.21849,0.90884,1.10559,1.04662,0.89288,-0.27576,-0.47765,-0.9874,0.62763,0.18481,-4.65428,0.92456,-1.12145,0.25665,0.7413,0.8461,0.93397,-1.40449,1033,35,945,14,3,19,17
26093713100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Very High,Moderate,0.441834,0.733419,0.55435,0.037734,0.44041,1.22745,1.00445,1.01392,1.28729,0.89288,-0.27576,0.27671,2.66355,1.91628,0.18481,-1.18675,0.7115,-0.96329,0.07524,0.95895,0.51509,0.03093,-1.39154,1150,37,1067,3,1,5,37
26093713300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,High,0.346729,0.44495,0.270152,0.325086,0.74738,1.25153,0.96377,1.17326,-1.09299,0.89288,-0.27576,-0.10047,0.83807,1.72545,0.18481,-0.51425,0.39757,-1.01074,0.46056,0.99858,1.00167,0.56118,-1.39656,473,27,425,4,0,5,12
26093713500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,High,Moderate,0.335418,0.642909,0.219957,0.143388,0.64656,1.2941,0.87154,0.87335,0.94107,0.89288,-0.27576,-0.10047,2.66355,2.17186,0.18481,-3.2273,0.4743,-0.94748,0.15505,0.56275,0.48074,0.93397,-1.41557,1011,48,932,4,0,7,20
26093713700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,Low,Moderate,0.204826,0.618332,-0.186825,0.18297,1.38101,1.21849,0.90884,1.10559,0.57043,0.89288,-0.27576,-0.85482,0.83807,0.8831,0.18481,-3.0493,1.01729,-0.99492,-0.05192,0.87274,1.00824,0.48705,-1.40126,1564,49,1454,6,0,28,27
26093720100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,Moderate,-0.211664,0.159299,-0.864835,0.070544,0.08111,0.69417,0.60382,0.32253,1.28729,0.17041,-0.27576,-1.60918,-0.9874,1.53439,0.18117,-5.33526,0.71351,-1.29542,0.03663,0.55388,0.67479,0.59198,-1.50456,1024,22,949,6,10,10,27
26093721100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Low,Low,-0.011939,0.334236,-0.12459,-0.245464,-0.29825,0.80586,1.12878,1.15267,1.28729,0.48248,-0.27576,-1.60918,-0.9874,2.72813,0.18481,-1.63586,0.27402,-1.31124,-0.6125,0.56746,0.37569,-0.11595,-1.44202,817,19,775,0,6,5,12
26093722100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,Low,-0.139879,0.074643,-0.40936,-0.08492,-0.2179,0.59796,0.60382,0.32253,-0.50345,0.17041,-0.27576,-0.10047,-0.9874,-0.93374,0.11803,-0.06558,0.5498,-1.13727,-0.32597,0.69124,0.03272,0.67942,-1.50201,863,21,812,6,7,1,16
26093722300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,Low,-0.121601,0.183796,-0.40455,-0.144048,-0.39093,0.59796,0.60382,0.32253,-0.21155,0.17041,-0.27576,0.65389,-0.9874,-1.13144,0.1575,0.38216,0.32078,-1.1689,-0.02623,0.49832,0.8605,-0.55644,-1.49639,775,24,727,1,1,2,20
26093722500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,Moderate,-0.121683,-0.039766,-0.484712,0.15943,0.15104,0.59796,0.60382,0.32253,-0.27895,0.17041,-0.27576,-1.60918,-0.9874,0.17432,0.14587,-1.74414,0.67198,-1.1689,-0.0867,0.52662,1.28248,0.57704,-1.50229,570,21,532,6,0,5,6
26093724001,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,High,Very Low,Moderate,-0.113366,0.497188,-0.983148,0.145862,0.28536,0.92748,1.20839,1.12034,0.70686,0.48248,-0.27576,-0.47765,-0.9874,-0.63029,0.17054,-4.04415,0.31846,-0.72605,0.99019,-0.21734,0.46695,0.93397,-1.44446,496,22,462,2,1,2,7
26093724002,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Very Low,Moderate,-0.032428,0.458363,-0.751062,0.195414,0.32732,0.76096,1.12878,1.15267,0.19092,0.48248,-0.27576,-0.10047,-0.9874,-0.11122,0.17789,-3.54155,0.66615,-0.71024,0.68088,0.51908,0.88134,0.32946,-1.43369,564,14,526,0,0,5,19
26093724003,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Very Low,High,0.091364,0.322075,-0.346492,0.298508,-0.67788,0.80586,1.22726,1.4182,0.07409,0.48248,-0.27576,-0.47765,0.22958,0.67821,0.1743,-3.10095,0.6027,-0.66279,1.01512,1.03464,0.34824,0.50356,-1.40902,501,9,477,1,3,2,9
26093725000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Moderate,High,0.476629,1.193058,-0.018063,0.254894,0.57072,0.78063,1.12878,1.3353,1.09662,0.48248,-0.27576,4.42569,0.22958,-0.68929,0.14681,0.59681,0.12816,-0.52045,0.45969,0.59937,0.87136,0.75307,-1.40902,1128,35,1028,6,2,26,31
26093725100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Very High,Low,Low,0.14645,0.767281,-0.298568,-0.029362,-0.37939,0.88654,1.19946,0.96449,0.34346,0.48248,-0.27576,2.91697,-0.25721,-0.99251,0.15688,-0.02251,-0.1398,-0.53626,0.37145,-0.42432,0.53752,0.77836,-1.40982,1079,92,925,5,18,11,28
26093740300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Very Low,High,-0.015751,0.353527,-0.682757,0.281976,0.90848,1.1328,0.90884,1.10559,-0.98979,0.89288,-0.27576,-0.85482,-0.9874,0.16134,0.18414,-3.80934,0.73283,-0.37811,0.39527,0.85689,0.798,0.74435,-1.38463,424,9,405,2,0,1,7
26093742201,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,High,Very Low,High,-0.086079,0.287488,-0.922337,0.376612,0.19105,0.84807,0.92747,0.97844,0.00297,0.48248,-0.27576,-0.85482,-0.9874,-0.59905,0.18277,-4.36981,0.55431,-0.31484,0.82378,0.90916,0.57512,0.93397,-1.35897,835,21,778,11,1,4,20
26093742401,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Moderate,Moderate,0.145292,0.409209,-0.029812,0.056478,-0.1195,0.84807,0.92747,0.97844,1.28729,0.48248,-0.27576,-0.85482,0.83807,0.0283,0.1726,-1.29802,0.60063,-0.52045,0.9259,-0.01521,1.35029,-0.58087,-1.39772,293,26,245,4,2,2,14
26093742402,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Low,Moderate,0.125668,0.436173,-0.216642,0.157474,0.70814,0.84807,0.92747,0.97844,0.67536,0.48248,-0.27576,-0.85482,0.83807,0.26695,0.18165,-2.17819,0.0963,-0.50463,0.9074,0.59098,0.38151,0.30285,-1.39537,939,32,856,1,4,13,33
26125123000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,Moderate,Moderate,-0.043184,-0.250329,0.070335,0.050442,-0.12744,0.53103,0.07965,0.39775,-1.2244,0.22572,-0.27576,-1.60918,-0.9874,2.00763,0.18481,0.84522,-0.34864,-1.27961,0.69284,-0.04847,0.35848,0.72813,-1.47877,608,30,543,11,2,6,16
26125124000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Low,Moderate,-0.003362,0.029655,-0.120448,0.080706,0.10989,0.10141,0.37042,0.32174,-0.13853,0.22572,-0.27576,-0.47765,-0.9874,0.70723,0.16076,-0.76515,0.33437,-0.1725,-0.25331,0.84073,0.52625,0.74193,-1.45207,1204,64,1024,30,14,28,44
26125124500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Moderate,Low,-0.009673,0.055506,0.073755,-0.15828,-0.25037,-0.17671,0.37042,0.32174,-0.0477,0.22572,-0.27576,0.27671,-0.9874,1.31861,0.18481,0.797,0.26678,-1.13727,0.07247,0.18073,0.18218,0.23801,-1.46479,1550,104,1356,17,14,11,48
26125125000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Low,Low,-0.175506,-0.23105,-0.176975,-0.118492,0.30072,0.81977,0.37042,0.32174,-2.00183,0.22572,-0.27576,-1.60918,-0.9874,1.91922,0.18481,-1.66744,0.53133,-1.04237,0.00673,0.50884,0.15074,0.2062,-1.46497,805,32,710,14,2,21,26
26125125600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Moderate,Moderate,0.069206,0.169415,-0.025223,0.063426,-0.09645,0.5628,0.30573,0.57799,1.28729,0.22572,-0.27576,-1.232,-0.9874,3.03084,0.18481,-1.21491,0.13074,-1.29542,-0.53366,1.01542,0.36555,0.93397,-1.46415,592,29,543,6,0,7,7
26125126400,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Very High,High,0.393342,0.557845,0.36084,0.261342,0.50738,1.27076,0.95514,1.03738,0.25944,0.80889,-0.27576,-0.10047,-0.9874,2.74877,0.18481,-0.33084,0.76965,-0.21995,-0.20414,0.912,1.07229,0.93397,-1.40741,828,38,750,3,8,12,17
