FIPS,MSAID,MSANAME,ST,ALLCOMPLEV,EDCOMPLEV,HECOMPLEV,NBCOMPLEV,ALLCOMP,EDCOMP,HECOMP,NBCOMP,ED1Z,ED2Z,ED3Z,ED4Z,ED5Z,ED6Z,ED7Z,ED8Z,HE3Z,HE4Z,HE5Z,HE6Z,HE7Z,HE8Z,NB1Z,NB2Z,NB3Z,NB4Z,NB5Z,OL1,OL2,OL3,OL4,OL5,OL6,OL7
26125194200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Very High,Very High,0.80735,1.16792,0.667007,0.587124,1.59041,1.32321,1.32919,1.64898,-0.5485,1.20632,2.89422,-0.10047,2.66355,-1.01412,0.18481,-0.33763,0.73258,1.77285,0.30414,1.06657,0.52447,0.93397,0.10647,326,11,230,24,0,51,10
26125194300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Very High,Very High,0.993724,1.807751,0.633325,0.540096,1.79907,1.44412,1.32919,1.64898,0.69342,1.20632,6.0642,0.27671,2.66355,-0.58028,0.18481,0.73365,0.63859,0.15963,0.26371,0.66605,0.81732,0.56614,0.38726,928,29,658,50,1,156,34
26125194400,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Low,Very High,0.336015,0.572185,-0.14916,0.58502,0.6427,0.89858,0.76929,0.72929,1.28729,0.62656,-0.27576,-0.10047,-0.9874,-0.88757,0.18481,0.88106,0.59275,-0.67861,0.29045,0.52643,0.88105,0.93397,0.2932,700,18,513,28,2,101,38
26125194500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,Low,Very High,0.266401,0.080674,-0.13004,0.848568,-0.87057,0.89858,0.76929,0.72929,0,0.62656,-0.27576,-1.232,0.47298,-1.07048,0.18481,0.25411,0.10439,-0.72605,1.0829,0.47437,1.38201,0.93397,0.36959,98,8,86,3,0,0,1
26125194600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,Moderate,High,0.376333,0.626719,0.127662,0.374618,1.03402,0.89858,0.76929,0.72929,0.57788,0.62656,-0.27576,0.65389,0.47298,-0.36088,0.18481,-0.63223,0.60953,0.49176,0.12231,0.68677,0.42771,0.56207,0.07423,1010,50,763,22,3,134,38
26125196000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Very High,Very High,0.58695,0.713351,0.543133,0.504366,1.34659,1.32566,1.22692,1.71535,-0.88212,0.97346,-0.27576,0.27671,-0.37891,0.37099,0.18481,0.66699,1.0691,1.34582,0.00879,0.86403,0.67103,0.54168,0.4363,1576,36,1086,52,1,336,65
26125196100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Very High,Very High,0.793174,1.038879,0.732307,0.608336,1.26213,1.32566,1.08753,1.61965,1.28729,0.97346,-0.27576,1.03107,0.83807,0.62384,0.18481,0.04966,0.82972,1.86774,0.40344,0.7951,0.58064,0.56329,0.69921,1470,41,984,124,4,254,63
26125196200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Very High,Very High,0.816391,1.119524,0.565053,0.764596,1.09271,1.38621,0.94143,1.76542,1.28729,0.97346,-0.27576,1.78543,1.20317,0.56958,0.18481,-0.58278,0.81206,1.20348,0.35643,0.84016,0.7295,0.93397,0.96292,872,27,617,32,8,151,37
26125196300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Very High,Very High,0.708099,1.159501,0.375153,0.589642,1.17078,1.37028,1.16507,1.79946,1.28729,0.97346,-0.27576,1.78543,0.22958,0.15617,0.18481,0.51175,0.85082,0.31779,0.30076,0.78731,0.64382,0.17575,1.04057,808,24,579,33,2,149,21
26125196400,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,High,Moderate,Very High,0.450166,0.571603,0.047858,0.731036,1.56855,0.82089,0.76929,0.72929,-0.31989,0.62656,-0.27576,0.65389,-0.9874,-0.32201,0.18481,0.67084,0.96086,-0.21995,0.2661,0.97521,1.10241,0.51432,0.79714,925,29,644,30,0,187,35
26125196500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Moderate,Very High,0.666192,1.157746,0.036937,0.803894,1.65617,1.41714,1.50602,2.02229,0.17722,0.97346,-0.27576,1.78543,-0.9874,0.28644,0.18481,0.17789,0.93799,-0.37811,0.28666,0.94863,0.55088,0.80719,1.42611,1247,24,801,58,1,312,51
26125196600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,High,Very High,0.704061,0.973186,0.25289,0.886108,1.58827,1.48581,1.68662,2.2718,1.28729,0.97346,-0.27576,-1.232,-0.9874,0.42746,0.18481,0.73364,0.9043,0.25453,0.31598,1.00888,0.97019,0.53194,1.60355,570,13,468,9,0,63,17
26125196800,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,High,Very High,1.04353,1.800672,0.297075,1.032844,2.00681,1.49317,1.68662,2.2718,0.91669,0.97346,2.89422,2.16261,-0.9874,-0.13399,0.17997,0.69685,0.91844,1.10858,0.34703,0.91159,1.03355,0.93397,1.93808,1080,23,643,30,3,343,38
26125196900,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Very High,Very High,0.884857,1.307009,0.364158,0.983404,1.66863,1.47703,1.65202,2.23161,0.94365,0.97346,-0.27576,1.78543,-0.53103,-0.25259,0.18003,0.55496,0.71379,1.51979,0.16561,0.70694,1.03843,0.83113,2.17491,883,22,538,34,3,233,53
26125197000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Very High,Very High,0.810769,1.129102,0.355772,0.947434,1.5041,1.37886,1.36205,2.04524,0.25944,0.97346,-0.27576,1.78543,-0.17608,-0.44589,0.18372,-0.18716,0.86067,1.89937,0.01436,0.70068,0.90695,0.83646,2.27872,1242,45,837,36,0,300,24
26125197100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,High,High,Very High,0.55345,0.548386,0.322978,0.788986,1.43748,1.31684,1.24911,2.16544,-2.00183,0.97346,-0.27576,-0.47765,0.22958,-0.24992,0.18471,0.21316,0.78389,0.77645,0.07735,0.73561,0.50764,0.93397,1.69036,567,21,409,13,0,115,9
26125197900,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,High,Very High,0.718108,1.03325,0.350527,0.770546,1.79945,1.30924,1.35215,1.92064,1.28729,0.97346,-0.27576,-0.10047,0.22958,-0.01846,0.18477,-0.142,0.99374,0.85553,0.1419,0.90872,1.16727,0.36479,1.27005,993,26,700,60,0,165,42
26147650100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Low,Low,-0.026927,0.105365,-0.080792,-0.105354,-0.51801,0.25237,0.98019,0.86397,-2.00183,0.8881,-0.27576,0.65389,-0.9874,0.8778,0.1848,-0.00757,0.6007,-1.15308,0.51476,0.17205,-0.17949,0.45143,-1.48552,1006,47,902,19,1,2,35
26147650200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Low,High,0.122978,0.146028,-0.17473,0.397636,0.65913,0.42813,0.06564,-0.21199,0.46501,0.89288,-0.27576,-0.85482,-0.9874,0.8911,0.18481,0.50194,-0.4383,-1.20053,1.33252,0.9457,0.26652,0.93397,-1.49053,174,4,162,0,0,2,6
26147651100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,Moderate,-0.222577,-0.007617,-0.715632,0.055518,0.00184,0.71455,0.98019,0.86397,-2.00183,0.8881,-0.27576,-1.232,-0.9874,2.22075,0.18481,-5.16783,0.7513,-1.29542,0.05799,0.57615,0.4044,0.74624,-1.50719,443,6,412,3,0,6,16
26147651200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Low,Low,-0.120513,-0.022232,-0.130932,-0.208376,-0.34841,0.84298,0.63048,-0.03205,-1.07413,0.93385,-0.27576,-0.85482,-0.07466,2.74735,0.18481,-3.17287,0.55634,-1.02656,0.82325,0.48602,-0.06921,-0.77285,-1.50909,524,36,454,6,4,2,22
26147651600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,Moderate,-0.152363,0.015761,-0.503715,0.030866,-0.26574,0.84298,0.63048,-0.03205,-0.47567,0.93385,-0.27576,-1.232,-0.9874,3.71441,0.18481,-5.57001,0.69409,-1.05819,0.34653,0.94452,0.11115,0.25664,-1.50451,1029,26,950,10,6,10,27
26147652100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,Low,-0.235461,0.050656,-0.59564,-0.161398,-0.66579,0.40264,0.95762,0.71207,-0.6022,1.10867,-0.27576,-1.232,-0.9874,1.62095,0.18481,-3.41285,0.34771,-1.32706,-0.07608,0.64708,0.05498,0.09882,-1.53179,589,17,554,2,4,0,12
26147652600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Low,Low,-0.117458,0.069011,-0.13985,-0.281536,-0.06358,0.48775,0.50782,0.4345,-0.0552,1.12574,-0.27576,-1.60918,-0.9874,3.79729,0.18481,-2.87371,0.36697,-1.32706,-0.01109,0.60422,-0.20326,-0.26926,-1.52829,774,21,722,15,1,0,15
26147655100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Moderate,Low,0.006953,0.197768,0.011647,-0.188554,-0.7081,0.43739,0.95762,0.71207,0.20507,1.10867,-0.27576,-0.85482,0.83807,3.81979,0.18481,-3.5982,0.01012,-1.18471,0.07211,0.19979,-0.04158,0.34889,-1.52198,1402,60,1276,20,6,0,40
26147655600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,Low,-0.203209,0.020301,-0.605862,-0.024066,-0.6097,0.31958,0.95762,0.71207,-0.44089,1.10867,-0.27576,-1.60918,0.83807,0.32746,0.18481,-4.05567,0.39722,-1.32706,0.08241,0.43733,0.45348,0.43983,-1.53338,895,18,831,2,2,8,34
26147657100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,Very High,Low,0.008627,-0.211329,0.588693,-0.351484,-0.99907,-0.0734,0.32117,-0.00406,-1.10479,0.92293,-0.27576,-0.47765,-0.9874,5.92718,0.18481,-0.21449,-0.11415,-1.26379,0.01237,0.07391,-0.48619,0.15927,-1.51678,549,159,377,1,0,0,12
26147657200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Very High,Low,0.286486,0.193255,0.680803,-0.0146,-0.15448,-0.0734,0.32117,-0.00406,1.28729,0.92293,-0.27576,-0.47765,-0.07466,4.91885,0.18481,-0.21872,0.53833,-1.26379,0.08971,0.526,0.30546,0.52624,-1.52041,1453,92,1311,9,8,8,25
26147658100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,Low,-0.164845,-0.049586,-0.369703,-0.075244,-0.42387,0.17707,0.32117,-0.00406,0.11783,0.92293,-0.27576,-1.232,-0.9874,3.14619,0.18481,-3.92872,0.69396,-1.32706,0.0831,0.40883,-0.27218,0.93397,-1.52994,708,35,646,4,1,7,15
26147658500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Moderate,Moderate,0.007503,0.034166,-0.026607,0.01495,-0.62834,-0.0734,0.32117,-0.00406,0.86561,0.92293,-0.27576,-0.85482,-0.9874,5.76319,0.18481,-4.43002,0.6052,-1.29542,0.12115,0.59778,0.43321,0.44089,-1.51828,946,37,879,3,4,3,20
26125981000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,High,Low,0.130992,0.237455,0.214157,-0.058636,0,0.79775,0.91261,0.98785,0,0.70919,-0.27576,-1.232,-0.9874,2.44373,0.18481,0.92341,0,-1.27961,1.09643,0,0,0,-1.38961,0,0,0,0,0,0,0
26093730101,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Very Low,Very High,-0.03778,0.206511,-0.784922,0.46507,0.29848,0.91369,1.20839,1.12034,-1.24071,0.48248,-0.27576,-0.85482,-0.9874,0.65662,0.17967,-4.71088,0.87851,-0.72605,0.79304,1.01664,1.0087,0.93397,-1.427,694,13,651,2,6,3,19
26093730102,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Very Low,High,0.134018,0.478808,-0.433815,0.35706,0.57752,0.60725,1.19946,0.96449,-0.00169,0.48248,-0.27576,0.27671,-0.9874,0.19113,0.133,-2.2474,0.84404,-0.53626,0.86707,0.56946,0.97134,0.78645,-1.40902,1007,21,957,0,3,10,16
26093730600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,Moderate,0.242326,0.38733,0.213197,0.12645,0.74701,0.85173,1.19946,0.96449,0.36123,0.48248,-0.27576,-1.232,2.66355,1.97693,0.18481,-2.82162,0.58675,-1.31124,-0.05621,0.83513,0.83811,0.44716,-1.43194,1000,19,946,4,4,9,18
26093731100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Very Low,Low,-0.16549,-0.017436,-0.359765,-0.119268,-0.14019,0.59796,0.60382,0.32253,0.19092,0.17041,-0.27576,-1.60918,-0.9874,2.54632,0.18481,-3.25283,0.67757,-1.32706,-0.3564,0.47729,0.53214,0.24568,-1.49505,1069,18,1010,4,1,0,36
26093732100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Moderate,Low,-0.021726,0.079001,0.103782,-0.24796,0.05151,0.44863,0.74248,0.42051,-0.33157,0.80821,-0.27576,-1.232,-0.9874,4.73458,0.18481,-1.80521,-0.17703,-1.32706,-0.12164,0.27683,0.46622,-0.33942,-1.52179,758,17,715,3,5,1,17
26093733100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Moderate,Low,0.02476,0.19272,0.087477,-0.205918,-0.11351,1.10086,0.90495,0.05098,-0.59221,0.9441,-0.27576,-0.47765,-0.9874,3.31429,0.18481,-1.51892,0.74843,-1.21635,-0.30697,0.74877,-0.11444,0.11155,-1.4685,461,13,435,4,0,0,9
26093733601,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,High,Moderate,0.468278,0.924029,0.273147,0.207658,0.46606,1.14351,0.90495,0.05098,0.7117,0.9441,2.89422,0.27671,-0.9874,3.36165,0.18481,0.92341,-0.64306,-1.20053,0.26684,0.82763,0.50156,0.93397,-1.49171,550,4,532,0,0,0,14
26093733602,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,High,0.331063,0.543441,0.204443,0.245304,0.24371,1.14351,0.90495,0.05098,-0.07221,0.9441,-0.27576,1.40825,0.22958,2.68022,0.18481,-1.29259,0.62517,-1.20053,0.89864,0.4649,0.7497,0.60058,-1.4873,1063,35,1000,2,0,5,21
26093740200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Very Low,Moderate,0.067548,0.358285,-0.359585,0.203944,0.48963,1.30212,0.90884,1.10559,-0.32502,0.89288,-0.27576,-1.232,-0.9874,0.60566,0.17768,-1.77708,0.83437,-1.01074,0.48531,0.77027,0.53137,0.65384,-1.42107,872,23,832,5,0,4,8
26093740500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,Low,High,0.364549,0.959463,-0.219028,0.353214,0.73538,0.84807,0.92747,0.97844,1.28729,0.48248,2.89422,-0.47765,-0.9874,-0.26083,0.18416,-1.02932,0.39817,0.38105,0.33969,0.85219,1.15653,0.69754,-1.27988,495,14,469,2,2,1,7
26093740600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,Low,Moderate,0.25048,0.803295,-0.227273,0.175418,1.34382,1.29772,1.32626,0.77335,0.96483,0.71943,-0.27576,0.27671,-0.9874,0.3949,0.18481,-1.97433,0.76385,0.25453,-0.16457,0.8356,0.81189,0.73374,-1.33957,818,23,770,2,2,11,10
26093740700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Very Low,High,0.102702,0.4843,-0.428202,0.252008,0.8665,1.21864,1.42273,0.77768,0,0.71943,-0.27576,-0.85482,-0.9874,0.49109,0.18469,-2.62417,0.95029,-0.58371,0.05238,1.06686,0.54625,0.93397,-1.33942,603,13,568,7,0,3,12
26093740800,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,High,Moderate,0.340876,0.655757,0.136825,0.230044,1.33764,1.21864,1.42273,0.77768,0.14617,0.71943,-0.27576,-0.10047,0.47298,-0.13709,0.18285,-0.21692,0.67582,-0.15669,0.29138,0.78079,0.55178,0.7185,-1.19223,614,16,563,6,1,8,20
26093740900,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Very High,Moderate,0.408101,0.724694,0.475157,0.024452,0.88726,1.21864,1.42273,0.77768,0.0165,0.71943,-0.27576,1.03107,0.83807,0.40352,0.1846,0.0945,0.53799,0.79226,-0.35037,0.96228,0.64448,0.05655,-1.19068,550,16,513,6,1,7,7
26093741100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,High,Moderate,0.557349,1.192006,0.341097,0.138944,0.08303,1.39782,1.39411,0.84822,-2.00183,0.71943,6.0642,1.03107,0.22958,0.18205,0.18463,0.20932,0.14823,1.09277,0.90191,0.30516,0.45726,0.21691,-1.18652,331,18,287,2,2,5,17
26093741601,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,High,Low,0.463316,1.208404,0.189323,-0.007778,0.28703,1.36161,1.39411,0.84822,0,0.71943,2.89422,2.16261,0.83807,-0.01687,0.1846,-0.32616,0.18596,0.27034,0.88627,1.02085,0.79726,-1.62319,-1.12008,280,8,250,4,4,5,9
26093741602,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Low,High,0.25908,0.552296,-0.086892,0.311836,1.11979,1.28622,1.35583,0.83006,-0.89391,0.71943,-0.27576,0.27671,-0.9874,-0.20201,0.18432,-0.60827,0.88493,0.20708,0.83653,0.68068,0.77763,0.35882,-1.09448,803,30,739,3,2,15,14
26093742202,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Very Low,High,0.060573,0.354199,-0.551703,0.379224,-0.06326,0.84807,0.92747,0.97844,-2.00183,0.48248,2.89422,-1.232,-0.9874,-0.81348,0.1839,-2.29866,0.52487,0.08055,1.22362,0.83842,0.39433,0.71505,-1.2753,385,19,339,3,7,1,16
26093742500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Low,Moderate,0.008046,0.067459,-0.177215,0.133894,0.65059,0.84807,0.81152,0.87942,-2.00183,0.48248,-0.27576,-0.85482,-0.9874,1.26512,0.18268,-1.13632,0.67082,-1.05819,-0.31706,0.82107,0.73163,0.7959,-1.36207,559,16,515,16,2,5,5
26093742700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,Low,High,0.210339,0.623326,-0.256178,0.26387,1.21627,0.84807,0.92747,0.97844,1.28729,0.48248,-0.27576,-0.47765,0.22958,0.22885,0.18445,-1.51143,0.29477,-0.96329,0.20262,1.04831,0.71897,0.65258,-1.30313,823,19,761,10,3,8,22
26093742900,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Very High,Moderate,Moderate,0.517807,1.279229,0.074388,0.199804,1.42778,1.38607,1.39411,0.84822,1.28729,0.71943,2.89422,0.27671,-0.9874,0.40237,0.18432,-0.72152,0.95027,0.61829,0.0511,0.54423,0.78402,0.8328,-1.21313,967,26,898,3,3,10,27
26093743300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,Low,Moderate,0.209451,0.606331,-0.084988,0.10701,1.1664,1.37658,1.35583,0.83006,1.28729,0.71943,-0.27576,-1.60918,-0.9874,-0.02569,0.18446,0.65397,0.31171,-0.64698,-0.21149,0.61352,0.65315,0.57033,-1.09046,660,17,614,1,3,1,24
26093743400,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,High,0.273333,0.403369,0.170275,0.246356,1.30011,1.10827,0.77075,0.00405,-0.14692,0.9441,-0.27576,-0.47765,-0.9874,1.05831,0.1848,0.92341,0.93235,-1.08982,0.12433,1.06983,0.61838,0.7194,-1.30016,986,21,924,2,2,12,25
26093743500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Low,Moderate,0.107303,0.527245,-0.234048,0.028712,0.74327,1.22191,0.77075,0.00405,1.28729,0.9441,-0.27576,-0.47765,-0.9874,1.51146,0.18481,-1.10816,0.22716,-1.23216,-0.66346,0.53539,1.10961,0.62833,-1.46631,540,10,510,1,1,5,13
26093743600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Moderate,Moderate,0.216778,0.532134,0.015822,0.10238,0.87736,1.20717,0.77075,0.00405,0.07551,0.9441,-0.27576,0.65389,0.22958,0.11223,0.18477,0.28692,0.43451,-1.15308,-0.71206,0.97126,0.74959,0.79116,-1.28805,785,21,732,5,1,5,21
26093743700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Very Low,High,0.042505,0.23015,-0.341027,0.238392,0.33739,1.20717,0.77075,0.00405,0.0855,0.9441,-0.27576,-1.232,-0.9874,-0.92915,0.18466,0.21517,0.59201,-1.12145,0.1936,0.64285,0.97467,0.67515,-1.29431,689,20,640,5,2,4,18
26093743800,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,Low,Moderate,0.192931,0.60735,-0.256295,0.227738,0.98417,1.49364,0.99313,0.62579,0.13001,1.00829,-0.27576,-0.10047,0.83807,0.44936,0.18477,-1.40813,-0.44876,-1.15308,-0.09469,0.8937,0.96726,0.77305,-1.40063,787,14,754,0,2,9,8
26093743900,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Moderate,Moderate,0.20822,0.469746,0.033412,0.121502,0.7919,1.22191,0.77075,0.00405,0.77867,0.9441,-0.27576,-0.47765,2.66355,1.2439,0.18481,-2.83663,0.12955,-1.18471,-0.32499,1.00605,0.7807,0.60559,-1.45984,902,10,844,8,3,8,29
26093744200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,High,Moderate,0.142709,0.212113,0.136182,0.079834,0.08925,1.28596,1.42273,0.77768,-1.09039,0.71943,-0.27576,-1.232,0.47298,-0.525,0.16781,0.92341,0.01365,-0.23576,0.29709,0.819,0.16473,0.32307,-1.20472,811,34,737,5,4,13,18
26093744400,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,Moderate,0.181667,0.330004,0.191437,0.023562,-0.11192,1.28622,1.35583,0.83006,-0.68618,0.71943,-0.27576,-0.47765,0.83807,-0.66628,0.18384,0.26532,0.79507,-0.2674,-0.28139,0.67661,0.00119,0.80029,-1.07889,616,24,570,1,2,0,19
26093744600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,Moderate,0.31324,0.409421,0.298025,0.232274,1.13574,1.28622,1.35583,0.83006,-0.54415,0.71943,-0.27576,-1.232,1.44656,-0.38727,0.18215,0.75236,0.47296,-0.67861,-0.1258,1.00074,1.02334,0.44719,-1.1841,612,11,559,2,4,9,27
26093744700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Very High,Very Low,Moderate,0.122544,0.611974,-0.397635,0.153294,0.3339,1.28596,1.42273,0.77768,1.1095,0.71943,-0.27576,-0.47765,-0.9874,0.62301,0.18481,-0.90674,-0.09896,-1.20053,0.4818,0.57063,0.48886,0.50675,-1.28157,557,12,532,1,4,3,5
26093744800,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Very High,Very Low,Moderate,0.117208,0.641411,-0.386807,0.09702,1.00049,1.20941,1.22496,1.44411,0.48114,0.90176,-0.27576,-0.85482,-0.9874,-0.45028,0.08293,-1.11437,1.00086,-0.85258,-0.02052,0.98652,0.58613,0.26478,-1.33181,1227,25,1159,6,6,20,11
26093744900,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Low,Moderate,0.124155,0.388976,-0.194928,0.178418,0.7731,1.14977,1.22496,1.44411,-0.87413,0.90176,-0.27576,-1.232,0.83807,0.70501,0.18481,-2.19385,0.4811,-1.18471,0.64686,0.83971,0.40368,0.37041,-1.36857,558,27,514,0,2,0,15
26125132100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,High,Very High,High,0.409734,0.400915,0.551458,0.276828,0.66907,0.89806,0.67445,0.70878,-0.83036,0.70919,-0.27576,0.65389,1.75081,0.68663,0.17181,0.92341,0.29654,-0.52045,0.61303,0.67528,0.7843,0.45829,-1.14676,1211,50,1095,12,0,20,34
26125132600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Very High,High,0.368993,0.377128,0.46776,0.26209,1.23219,0.90567,0.44348,0.56277,-0.46005,0.70919,-0.27576,-0.10047,0.83807,1.25669,0.17406,0.45891,0.64673,-0.5679,0.06528,0.98391,0.83263,0.81904,-1.39041,1112,44,987,22,4,19,36
26125133001,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,Very Low,Very High,0.306447,0.619001,-0.34536,0.6457,1.59363,0.95511,0.88274,1.08022,0.0855,0.73104,-0.27576,-0.10047,-0.9874,-0.51106,0.18091,-0.64611,1.07621,-1.18471,0.82398,1.08022,1.13591,0.93397,-0.74558,953,26,862,13,2,28,22
26125133002,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Very High,Low,Very High,0.346542,0.62359,-0.166718,0.582754,0.8216,0.99096,0.97846,1.09454,1.12553,0.73104,-0.27576,-0.47765,-0.9874,-0.07803,0.18417,-0.0704,0.85138,-0.90003,1.00304,0.84545,0.80536,0.93397,-0.67405,979,33,859,10,1,51,25
26125133003,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Very Low,Very High,0.198466,0.503496,-0.378077,0.469978,0.83122,0.9687,0.88274,1.08022,-0.4669,0.73104,-0.27576,0.27671,-0.07466,-0.61308,0.18183,-0.87904,0.15886,-1.04237,1.15739,0.52682,0.88564,0.33457,-0.55453,723,52,528,45,0,60,38
26125133100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,High,Low,Moderate,0.117906,0.499978,-0.261417,0.115158,0.40724,0.87244,0.88274,1.08022,0.02519,0.73104,-0.27576,0.27671,0.3817,-0.99522,0.17128,0.05143,-1.13172,-0.04597,1.3544,-0.62557,0.32581,-0.00035,-0.4785,768,130,240,319,4,35,40
26125135000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Moderate,Low,Low,-0.149749,0.039965,-0.218583,-0.27063,-0.74912,1.01327,0.67445,0.70878,-0.52909,0.70919,-0.27576,-1.232,-0.9874,0.19888,0.18481,0.11152,0.47611,-1.29542,1.33041,0.09928,-0.31236,-1.59912,-0.87136,778,89,629,15,3,11,31
